date,Pasture,Biomass,Year,NDVI,CP,BARE,SD,GREEN,LITT,NDVI_raw_x,Biomass_raw_x,NDVI_raw_y,Biomass_raw_y,NDVI_raw,Biomass_raw
2014-10-27,28N,1041.0,2014,0.246,5.75,3.1,50.0,23.1,23.8,,,,,,
2014-10-27,31W,989.0,2014,0.253,5.89,7.5,48.2,25.0,19.2,,,,,,
2014-10-27,32W,912.0,2014,0.235,5.48,7.5,48.7,21.1,22.7,,,,,,
2014-10-27,6EE,835.0,2014,0.212,5.72,10.8,54.8,16.5,17.9,,,,,,
2014-10-27,6EW,1111.0,2014,0.218,5.43,5.1,57.3,19.4,18.2,,,,,,
2014-10-27,7NW,1038.0,2014,0.219,5.41,2.5,54.9,17.1,25.5,,,,,,
2014-10-27,CenterCreek,901.0,2014,0.242,6.17,3.9,49.3,23.5,23.3,,,,,,
2014-10-27,CenterCreek - Longspur,838.0,2014,0.246,6.45,3.0,44.5,20.2,32.4,,,,,,
2014-10-27,CenterCreek - Prairie Dog,791.0,2014,0.224,6.15,8.9,48.6,17.8,24.8,,,,,,
2014-10-27,ESA,1649.0,2014,0.295,6.33,1.9,49.5,28.8,19.9,,,,,,
2014-10-27,HQ,892.0,2014,0.23,5.88,13.6,48.0,19.6,18.8,,,,,,
2014-10-27,HighHawk,1247.0,2014,0.244,5.42,3.2,52.7,23.4,20.7,,,,,,
2014-10-27,HighHawk - Longspur,1107.0,2014,0.235,5.46,3.7,52.3,20.3,23.7,,,,,,
2014-10-27,HighHawk - Prairie Dog,714.0,2014,0.217,5.72,10.9,48.0,15.2,25.8,,,,,,
2014-10-27,LTER1,1185.0,2014,0.257,5.45,2.7,49.8,25.2,22.4,,,,,,
2014-10-27,LTER2,1952.0,2014,0.31,6.53,1.2,49.9,35.8,13.0,,,,,,
2014-10-27,LTER3,1599.0,2014,0.279,5.86,1.9,51.1,27.0,20.0,,,,,,
2014-10-27,LTER4,1118.0,2014,0.254,5.35,1.8,48.2,22.1,27.9,,,,,,
2014-10-27,OwlCreek,1141.0,2014,0.241,5.51,7.6,51.6,24.1,16.7,,,,,,
2014-10-27,OwlCreek - Longspur,801.0,2014,0.229,5.58,7.5,47.8,19.2,25.5,,,,,,
2014-10-27,OwlCreek - Prairie Dog,855.0,2014,0.233,5.47,8.3,47.6,19.6,24.4,,,,,,
2014-10-27,PrairieRidge,790.0,2014,0.207,5.51,9.0,52.9,12.7,25.4,,,,,,
2014-10-27,Pvt-12NE,955.0,2014,0.225,5.44,4.6,52.5,17.2,25.7,,,,,,
2014-10-27,Pvt-14,1279.0,2014,0.246,5.76,2.7,52.7,23.5,21.1,,,,,,
2014-10-27,Pvt-30SW,929.0,2014,0.238,6.83,5.6,49.1,23.0,22.2,,,,,,
2014-10-27,Pvt-8SW,1135.0,2014,0.215,5.56,3.1,55.9,16.5,24.5,,,,,,
2014-10-27,Res. #2,911.0,2014,0.243,5.56,11.1,47.4,24.8,16.7,,,,,,
2014-10-27,SaltTree,1142.0,2014,0.235,5.44,3.2,53.1,21.3,22.4,,,,,,
2014-10-27,Slayton,1241.0,2014,0.236,5.67,7.0,54.0,22.5,16.5,,,,,,
2014-10-27,Spring,2021.0,2014,0.404,6.89,5.9,33.1,57.9,3.1,,,,,,
2014-10-27,UNK,1022.0,2014,0.241,5.89,6.2,49.2,22.2,22.4,,,,,,
2014-10-27,WeatherStation,1563.0,2014,0.281,5.93,0.1,49.8,24.2,26.0,,,,,,
2014-11-03,12C,1096.0,2014,0.225,5.37,5.4,54.2,18.8,21.6,,,,,,
2014-11-03,12NW,1293.0,2014,0.225,5.35,2.2,57.8,20.9,19.1,,,,,,
2014-11-03,12NWcorner,1701.0,2014,0.286,6.06,8.9,52.3,34.9,3.9,,,,,,
2014-11-03,12SE-N,742.0,2014,0.19,5.62,10.9,56.1,11.2,21.8,,,,,,
2014-11-03,13E,1079.0,2014,0.231,5.36,11.8,52.7,22.5,13.0,,,,,,
2014-11-03,13W,1242.0,2014,0.23,5.48,7.2,55.8,23.1,13.9,,,,,,
2014-11-03,15E,937.0,2014,0.217,5.77,4.2,53.1,17.0,25.7,,,,,,
2014-11-03,17N,1098.0,2014,0.219,5.6,2.7,56.1,18.9,22.3,,,,,,
2014-11-03,18N,1055.0,2014,0.219,5.52,4.3,54.9,18.1,22.7,,,,,,
2014-11-03,19N,1172.0,2014,0.232,5.34,3.2,54.7,21.7,20.4,,,,,,
2014-11-03,1E,1033.0,2014,0.204,5.49,8.6,58.5,17.3,15.6,,,,,,
2014-11-03,1W,1032.0,2014,0.204,5.68,2.8,57.2,15.5,24.5,,,,,,
2014-11-03,20SE,1243.0,2014,0.222,5.46,4.3,57.1,20.8,17.8,,,,,,
2014-11-03,21SE,1383.0,2014,0.246,5.31,1.8,55.3,26.6,16.3,,,,,,
2014-11-03,21SEcorral,1671.0,2014,0.272,5.65,0.7,53.7,30.4,15.2,,,,,,
2014-11-03,21SW,1237.0,2014,0.248,5.53,3.4,52.1,24.6,19.9,,,,,,
2014-11-03,23E,709.0,2014,0.216,6.39,6.1,48.6,14.4,30.9,,,,,,
2014-11-03,23W,1169.0,2014,0.261,6.06,0.8,45.9,19.5,33.7,,,,,,
2014-11-03,24 Grazing,781.0,2014,0.21,6.46,7.8,52.2,15.6,24.4,,,,,,
2014-11-03,24E,921.0,2014,0.218,5.6,6.6,54.1,18.2,21.1,,,,,,
2014-11-03,24W,779.0,2014,0.215,6.19,4.1,51.1,15.1,29.7,,,,,,
2014-11-03,25SE,762.0,2014,0.227,5.98,9.4,49.5,20.0,21.2,,,,,,
2014-11-03,26SE-N Pvt,893.0,2014,0.236,6.45,2.4,47.8,19.8,30.0,,,,,,
2014-11-03,26SW-N Pvt.,699.0,2014,0.233,6.27,3.4,44.8,17.0,34.8,,,,,,
2014-11-03,28N,1033.0,2014,0.237,5.59,3.3,51.6,22.2,22.9,,,,,,
2014-11-03,31W,968.0,2014,0.24,5.79,8.2,50.6,23.4,17.8,,,,,,
2014-11-03,32W,894.0,2014,0.226,5.45,8.2,50.9,19.6,21.3,,,,,,
2014-11-03,6EE,815.0,2014,0.204,5.54,11.6,56.3,15.3,16.8,,,,,,
2014-11-03,6EW,1103.0,2014,0.211,5.42,5.6,58.8,18.5,17.1,,,,,,
2014-11-03,7NW,1030.0,2014,0.213,5.48,2.8,56.2,16.6,24.4,,,,,,
2014-11-03,CenterCreek,898.0,2014,0.234,6.07,4.4,51.4,22.2,22.0,,,,,,
2014-11-03,CenterCreek - Longspur,827.0,2014,0.239,6.34,3.3,46.5,19.1,31.1,,,,,,
2014-11-03,CenterCreek - Prairie Dog,788.0,2014,0.217,6.11,9.5,50.3,16.7,23.5,,,,,,
2014-11-03,ESA,1609.0,2014,0.284,6.21,2.0,50.5,28.1,19.4,,,,,,
2014-11-03,HQ,878.0,2014,0.224,5.83,14.3,49.3,18.8,17.7,,,,,,
2014-11-03,HighHawk,1230.0,2014,0.236,5.4,3.3,54.1,22.9,19.7,,,,,,
2014-11-03,HighHawk - Longspur,1085.0,2014,0.228,5.48,4.0,53.5,19.8,22.7,,,,,,
2014-11-03,HighHawk - Prairie Dog,703.0,2014,0.211,5.72,11.5,49.6,14.4,24.6,,,,,,
2014-11-03,LTER1,1175.0,2014,0.249,5.42,2.9,51.2,24.3,21.6,,,,,,
2014-11-03,LTER2,1926.0,2014,0.3,6.46,1.4,51.1,34.9,12.6,,,,,,
2014-11-03,LTER3,1579.0,2014,0.27,5.71,2.0,52.0,26.6,19.4,,,,,,
2014-11-03,LTER4,1104.0,2014,0.248,5.31,2.0,49.4,21.6,26.9,,,,,,
2014-11-03,OwlCreek,1117.0,2014,0.231,5.42,8.1,53.6,22.7,15.6,,,,,,
2014-11-03,OwlCreek - Longspur,788.0,2014,0.221,5.57,8.3,50.0,17.7,24.0,,,,,,
2014-11-03,OwlCreek - Prairie Dog,835.0,2014,0.223,5.46,9.3,49.6,18.0,23.2,,,,,,
2014-11-03,PrairieRidge,784.0,2014,0.2,5.55,9.7,54.3,11.9,24.1,,,,,,
2014-11-03,Pvt-12NE,935.0,2014,0.218,5.43,5.0,53.9,16.5,24.6,,,,,,
2014-11-03,Pvt-14,1255.0,2014,0.238,5.72,2.9,54.2,22.7,20.2,,,,,,
2014-11-03,Pvt-30SW,933.0,2014,0.229,6.7,6.2,51.5,21.8,20.5,,,,,,
2014-11-03,Pvt-8SW,1132.0,2014,0.209,5.59,3.2,57.5,16.0,23.3,,,,,,
2014-11-03,Res. #2,885.0,2014,0.236,5.43,12.2,48.7,23.3,15.8,,,,,,
2014-11-03,SaltTree,1131.0,2014,0.227,5.44,3.5,54.8,20.5,21.2,,,,,,
2014-11-03,Slayton,1221.0,2014,0.228,5.64,7.1,55.1,21.8,16.0,,,,,,
2014-11-03,Spring,1995.0,2014,0.382,6.72,5.8,36.7,54.7,2.8,,,,,,
2014-11-03,UNK,1002.0,2014,0.233,5.83,6.6,50.8,21.2,21.4,,,,,,
2014-11-03,WeatherStation,1552.0,2014,0.275,5.73,0.1,50.6,23.9,25.4,,,,,,
2014-11-10,12C,1074.0,2014,0.218,5.44,5.7,55.7,18.1,20.5,,,,,,
2014-11-10,12NW,1264.0,2014,0.217,5.43,2.4,59.2,20.2,18.2,,,,,,
2014-11-10,12NWcorner,1675.0,2014,0.277,5.93,9.3,53.2,34.1,3.4,,,,,,
2014-11-10,12SE-N,732.0,2014,0.184,5.63,11.3,57.6,10.5,20.6,,,,,,
2014-11-10,13E,1047.0,2014,0.223,5.41,12.3,54.1,21.3,12.3,,,,,,
2014-11-10,13W,1214.0,2014,0.222,5.5,7.5,57.2,22.1,13.2,,,,,,
2014-11-10,15E,921.0,2014,0.21,5.78,4.4,54.6,16.4,24.6,,,,,,
2014-11-10,17N,1091.0,2014,0.211,5.65,3.0,58.0,18.0,21.0,,,,,,
2014-11-10,18N,1041.0,2014,0.212,5.56,4.7,56.4,17.4,21.5,,,,,,
2014-11-10,19N,1151.0,2014,0.224,5.4,3.5,56.3,20.8,19.4,,,,,,
2014-11-10,1E,1018.0,2014,0.197,5.56,9.0,60.1,16.5,14.4,,,,,,
2014-11-10,1W,1005.0,2014,0.198,5.72,2.9,58.6,14.8,23.7,,,,,,
2014-11-10,20SE,1221.0,2014,0.212,5.46,4.6,59.0,19.7,16.7,,,,,,
2014-11-10,21SE,1373.0,2014,0.237,5.3,2.0,57.1,25.7,15.2,,,,,,
2014-11-10,21SEcorral,1655.0,2014,0.261,5.49,0.8,55.6,29.4,14.2,,,,,,
2014-11-10,21SW,1223.0,2014,0.239,5.53,3.6,53.8,23.6,19.0,,,,,,
2014-11-10,23E,697.0,2014,0.209,6.37,6.6,50.8,13.3,29.3,,,,,,
2014-11-10,23W,1151.0,2014,0.255,5.91,1.0,46.8,19.4,32.8,,,,,,
2014-11-10,24 Grazing,770.0,2014,0.203,6.41,8.4,54.4,14.5,22.7,,,,,,
2014-11-10,24E,914.0,2014,0.21,5.64,7.2,55.9,17.1,19.8,,,,,,
2014-11-10,24W,771.0,2014,0.208,6.23,4.6,53.2,14.1,28.1,,,,,,
2014-11-10,25SE,747.0,2014,0.215,5.92,10.4,52.4,17.9,19.3,,,,,,
2014-11-10,26SE-N Pvt,878.0,2014,0.226,6.29,2.6,50.4,18.5,28.5,,,,,,
2014-11-10,26SW-N Pvt.,687.0,2014,0.225,6.19,4.0,46.9,15.8,33.3,,,,,,
2014-11-10,28N,1024.0,2014,0.227,5.55,3.7,53.3,21.2,21.8,,,,,,
2014-11-10,31W,946.0,2014,0.227,5.73,8.9,53.0,21.7,16.4,,,,,,
2014-11-10,32W,874.0,2014,0.215,5.46,9.0,53.3,17.9,19.8,,,,,,
2014-11-10,6EE,792.0,2014,0.196,5.56,12.5,58.1,13.9,15.5,,,,,,
2014-11-10,6EW,1093.0,2014,0.203,5.49,6.1,60.3,17.6,16.0,,,,,,
2014-11-10,7NW,1021.0,2014,0.207,5.53,3.1,57.7,15.9,23.3,,,,,,
2014-11-10,CenterCreek,894.0,2014,0.225,6.0,4.8,53.7,20.8,20.7,,,,,,
2014-11-10,CenterCreek - Longspur,814.0,2014,0.23,6.25,3.7,48.7,18.0,29.7,,,,,,
2014-11-10,CenterCreek - Prairie Dog,783.0,2014,0.21,6.09,10.1,52.0,15.6,22.3,,,,,,
2014-11-10,ESA,1568.0,2014,0.273,6.08,2.1,51.6,27.3,19.0,,,,,,
2014-11-10,HQ,872.0,2014,0.216,5.83,15.0,50.6,17.9,16.5,,,,,,
2014-11-10,HighHawk,1212.0,2014,0.228,5.43,3.6,55.5,22.3,18.6,,,,,,
2014-11-10,HighHawk - Longspur,1063.0,2014,0.219,5.52,4.2,54.8,19.4,21.6,,,,,,
2014-11-10,HighHawk - Prairie Dog,691.0,2014,0.204,5.72,12.1,51.3,13.3,23.3,,,,,,
2014-11-10,LTER1,1165.0,2014,0.24,5.44,3.1,52.9,23.3,20.7,,,,,,
2014-11-10,LTER2,1900.0,2014,0.289,6.25,1.5,52.4,33.8,12.3,,,,,,
2014-11-10,LTER3,1557.0,2014,0.26,5.53,2.2,53.0,26.1,18.7,,,,,,
2014-11-10,LTER4,1089.0,2014,0.241,5.3,2.2,50.8,21.0,26.0,,,,,,
2014-11-10,OwlCreek,1091.0,2014,0.221,5.43,8.6,55.5,21.3,14.6,,,,,,
2014-11-10,OwlCreek - Longspur,774.0,2014,0.211,5.59,9.1,52.4,16.1,22.4,,,,,,
2014-11-10,OwlCreek - Prairie Dog,812.0,2014,0.213,5.49,10.3,51.7,16.2,21.8,,,,,,
2014-11-10,PrairieRidge,776.0,2014,0.194,5.59,10.3,55.9,11.0,22.8,,,,,,
2014-11-10,Pvt-12NE,912.0,2014,0.21,5.49,5.4,55.5,15.7,23.4,,,,,,
2014-11-10,Pvt-14,1230.0,2014,0.23,5.7,3.1,55.7,21.8,19.4,,,,,,
2014-11-10,Pvt-30SW,938.0,2014,0.219,6.58,6.9,53.9,20.6,18.6,,,,,,
2014-11-10,Pvt-8SW,1128.0,2014,0.202,5.61,3.4,58.9,15.6,22.1,,,,,,
2014-11-10,Res. #2,856.0,2014,0.227,5.41,13.3,50.1,21.7,14.9,,,,,,
2014-11-10,SaltTree,1120.0,2014,0.218,5.47,3.8,56.7,19.6,19.9,,,,,,
2014-11-10,Slayton,1199.0,2014,0.22,5.64,7.1,56.4,21.0,15.5,,,,,,
2014-11-10,Spring,1964.0,2014,0.359,6.66,5.5,40.3,51.6,2.6,,,,,,
2014-11-10,UNK,981.0,2014,0.223,5.79,7.0,52.5,20.2,20.3,,,,,,
2014-11-10,WeatherStation,1540.0,2014,0.269,5.47,0.1,51.5,23.5,24.9,,,,,,
2014-11-17,12C,1052.0,2014,0.211,5.46,6.1,57.0,17.4,19.5,,,,,,
2014-11-17,12NW,1236.0,2014,0.21,5.49,2.6,60.7,19.4,17.3,,,,,,
2014-11-17,12NWcorner,1648.0,2014,0.269,5.49,9.7,54.3,33.2,2.8,,,,,,
2014-11-17,12SE-N,722.0,2014,0.178,5.6,11.7,59.2,9.7,19.4,,,,,,
2014-11-17,13E,1015.0,2014,0.214,5.46,12.8,55.3,20.2,11.7,,,,,,
2014-11-17,13W,1186.0,2014,0.214,5.53,7.8,58.6,21.1,12.5,,,,,,
2014-11-17,15E,906.0,2014,0.204,5.81,4.6,56.0,15.8,23.6,,,,,,
2014-11-17,17N,1084.0,2014,0.203,5.67,3.2,59.8,17.2,19.8,,,,,,
2014-11-17,18N,1028.0,2014,0.205,5.58,5.1,57.9,16.7,20.3,,,,,,
2014-11-17,19N,1131.0,2014,0.216,5.46,3.8,57.9,19.9,18.4,,,,,,
2014-11-17,1E,1003.0,2014,0.189,5.58,9.4,61.7,15.7,13.2,,,,,,
2014-11-17,1W,979.0,2014,0.191,5.74,3.0,60.0,14.1,22.9,,,,,,
2014-11-17,20SE,1199.0,2014,0.201,5.5,4.9,61.0,18.6,15.5,,,,,,
2014-11-17,21SE,1363.0,2014,0.228,5.34,2.1,58.9,24.8,14.2,,,,,,
2014-11-17,21SEcorral,1638.0,2014,0.25,5.42,0.9,57.5,28.5,13.1,,,,,,
2014-11-17,21SW,1209.0,2014,0.229,5.53,3.8,55.5,22.6,18.1,,,,,,
2014-11-17,23E,685.0,2014,0.201,6.36,7.2,53.0,12.2,27.6,,,,,,
2014-11-17,23W,1134.0,2014,0.249,5.79,1.2,47.7,19.3,31.9,,,,,,
2014-11-17,24 Grazing,759.0,2014,0.196,6.38,9.0,56.5,13.5,21.0,,,,,,
2014-11-17,24E,907.0,2014,0.202,5.67,7.7,57.8,15.9,18.6,,,,,,
2014-11-17,24W,764.0,2014,0.2,6.24,5.0,55.5,13.1,26.4,,,,,,
2014-11-17,25SE,733.0,2014,0.204,5.91,11.4,55.4,15.8,17.4,,,,,,
2014-11-17,26SE-N Pvt,863.0,2014,0.216,6.24,2.7,53.1,17.2,27.0,,,,,,
2014-11-17,26SW-N Pvt.,675.0,2014,0.217,6.16,4.6,48.9,14.6,31.9,,,,,,
2014-11-17,28N,1014.0,2014,0.217,5.57,4.1,55.0,20.1,20.8,,,,,,
2014-11-17,31W,924.0,2014,0.214,5.71,9.6,55.4,20.1,14.9,,,,,,
2014-11-17,32W,855.0,2014,0.205,5.49,9.7,55.6,16.3,18.4,,,,,,
2014-11-17,6EE,770.0,2014,0.188,5.57,13.4,59.8,12.5,14.3,,,,,,
2014-11-17,6EW,1083.0,2014,0.195,5.54,6.6,61.8,16.7,14.9,,,,,,
2014-11-17,7NW,1011.0,2014,0.201,5.53,3.4,59.2,15.3,22.1,,,,,,
2014-11-17,CenterCreek,890.0,2014,0.216,5.97,5.3,56.0,19.4,19.3,,,,,,
2014-11-17,CenterCreek - Longspur,802.0,2014,0.222,6.19,4.0,50.8,16.9,28.3,,,,,,
2014-11-17,CenterCreek - Prairie Dog,778.0,2014,0.203,6.07,10.7,53.9,14.4,21.0,,,,,,
2014-11-17,ESA,1528.0,2014,0.261,5.89,2.3,52.6,26.5,18.6,,,,,,
2014-11-17,HQ,858.0,2014,0.209,5.83,15.6,52.1,17.0,15.3,,,,,,
2014-11-17,HighHawk,1194.0,2014,0.22,5.46,3.8,56.9,21.8,17.5,,,,,,
2014-11-17,HighHawk - Longspur,1042.0,2014,0.211,5.55,4.5,56.1,18.9,20.5,,,,,,
2014-11-17,HighHawk - Prairie Dog,679.0,2014,0.197,5.72,12.7,53.0,12.3,22.0,,,,,,
2014-11-17,LTER1,1154.0,2014,0.231,5.46,3.2,54.5,22.4,19.9,,,,,,
2014-11-17,LTER2,1874.0,2014,0.279,5.98,1.6,53.7,32.8,11.9,,,,,,
2014-11-17,LTER3,1536.0,2014,0.25,5.42,2.4,54.0,25.6,18.0,,,,,,
2014-11-17,LTER4,1074.0,2014,0.235,5.3,2.4,52.0,20.5,25.1,,,,,,
2014-11-17,OwlCreek,1065.0,2014,0.21,5.47,9.1,57.6,19.8,13.5,,,,,,
2014-11-17,OwlCreek - Longspur,760.0,2014,0.202,5.61,9.9,54.8,14.5,20.8,,,,,,
2014-11-17,OwlCreek - Prairie Dog,790.0,2014,0.203,5.52,11.3,53.8,14.5,20.4,,,,,,
2014-11-17,PrairieRidge,768.0,2014,0.187,5.59,10.9,57.4,10.1,21.6,,,,,,
2014-11-17,Pvt-12NE,890.0,2014,0.202,5.53,5.7,57.1,14.9,22.3,,,,,,
2014-11-17,Pvt-14,1205.0,2014,0.221,5.7,3.3,57.2,21.0,18.5,,,,,,
2014-11-17,Pvt-30SW,942.0,2014,0.209,6.51,7.5,56.5,19.3,16.7,,,,,,
2014-11-17,Pvt-8SW,1125.0,2014,0.196,5.59,3.6,60.4,15.1,20.9,,,,,,
2014-11-17,Res. #2,826.0,2014,0.219,5.4,14.3,51.6,20.0,14.1,,,,,,
2014-11-17,SaltTree,1109.0,2014,0.21,5.51,4.0,58.7,18.7,18.6,,,,,,
2014-11-17,Slayton,1179.0,2014,0.213,5.66,7.2,57.6,20.3,14.9,,,,,,
2014-11-17,Spring,1935.0,2014,0.337,6.66,5.3,43.8,48.6,2.3,,,,,,
2014-11-17,UNK,959.0,2014,0.214,5.78,7.3,54.4,19.1,19.2,,,,,,
2014-11-17,WeatherStation,1528.0,2014,0.263,5.27,0.1,52.5,23.1,24.3,,,,,,
2014-11-24,12C,1034.0,2014,0.205,5.49,6.4,58.2,16.8,18.6,,,,,,
2014-11-24,12NW,1213.0,2014,0.203,5.52,2.8,61.8,18.8,16.6,,,,,,
2014-11-24,12NWcorner,1622.0,2014,0.261,5.11,10.0,55.2,32.3,2.5,,,,,,
2014-11-24,12SE-N,716.0,2014,0.172,5.6,12.1,60.4,9.1,18.4,,,,,,
2014-11-24,13E,987.0,2014,0.207,5.49,13.2,56.4,19.2,11.2,,,,,,
2014-11-24,13W,1163.0,2014,0.207,5.56,8.0,59.9,20.2,11.9,,,,,,
2014-11-24,15E,891.0,2014,0.198,5.82,4.8,57.1,15.3,22.8,,,,,,
2014-11-24,17N,1076.0,2014,0.196,5.68,3.5,61.4,16.3,18.8,,,,,,
2014-11-24,18N,1017.0,2014,0.199,5.59,5.4,59.3,16.0,19.3,,,,,,
2014-11-24,19N,1115.0,2014,0.209,5.5,4.0,59.3,19.1,17.6,,,,,,
2014-11-24,1E,992.0,2014,0.183,5.58,9.8,63.0,14.9,12.3,,,,,,
2014-11-24,1W,959.0,2014,0.186,5.75,3.1,61.3,13.4,22.2,,,,,,
2014-11-24,20SE,1182.0,2014,0.192,5.52,5.2,62.7,17.6,14.5,,,,,,
2014-11-24,21SE,1352.0,2014,0.22,5.39,2.3,60.4,24.0,13.3,,,,,,
2014-11-24,21SEcorral,1623.0,2014,0.24,5.41,1.1,59.0,27.6,12.3,,,,,,
2014-11-24,21SW,1197.0,2014,0.221,5.53,4.0,57.2,21.6,17.2,,,,,,
2014-11-24,23E,677.0,2014,0.195,6.36,7.6,54.9,11.2,26.3,,,,,,
2014-11-24,23W,1120.0,2014,0.243,5.74,1.3,48.5,19.1,31.1,,,,,,
2014-11-24,24 Grazing,751.0,2014,0.19,6.35,9.5,58.3,12.6,19.6,,,,,,
2014-11-24,24E,902.0,2014,0.195,5.69,8.1,59.5,14.9,17.5,,,,,,
2014-11-24,24W,758.0,2014,0.194,6.23,5.4,57.4,12.2,25.0,,,,,,
2014-11-24,25SE,721.0,2014,0.194,5.92,12.2,58.1,13.9,15.8,,,,,,
2014-11-24,26SE-N Pvt,852.0,2014,0.207,6.24,2.8,55.5,16.0,25.7,,,,,,
2014-11-24,26SW-N Pvt.,666.0,2014,0.21,6.18,5.1,50.7,13.6,30.6,,,,,,
2014-11-24,28N,1007.0,2014,0.209,5.59,4.4,56.5,19.2,19.9,,,,,,
2014-11-24,31W,906.0,2014,0.202,5.69,10.2,57.5,18.6,13.7,,,,,,
2014-11-24,32W,840.0,2014,0.196,5.5,10.3,57.8,14.8,17.1,,,,,,
2014-11-24,6EE,752.0,2014,0.181,5.58,14.2,61.2,11.3,13.3,,,,,,
2014-11-24,6EW,1074.0,2014,0.189,5.56,6.9,63.2,15.9,14.0,,,,,,
2014-11-24,7NW,1004.0,2014,0.195,5.54,3.6,60.5,14.7,21.2,,,,,,
2014-11-24,CenterCreek,887.0,2014,0.208,5.96,5.7,58.0,18.1,18.2,,,,,,
2014-11-24,CenterCreek - Longspur,792.0,2014,0.214,6.17,4.3,52.8,15.8,27.1,,,,,,
2014-11-24,CenterCreek - Prairie Dog,775.0,2014,0.197,6.07,11.3,55.4,13.4,19.9,,,,,,
2014-11-24,ESA,1493.0,2014,0.251,5.66,2.4,53.6,25.8,18.2,,,,,,
2014-11-24,HQ,844.0,2014,0.203,5.82,16.2,53.3,16.2,14.3,,,,,,
2014-11-24,HighHawk,1179.0,2014,0.213,5.5,3.9,58.3,21.2,16.6,,,,,,
2014-11-24,HighHawk - Longspur,1021.0,2014,0.204,5.58,4.8,57.1,18.4,19.7,,,,,,
2014-11-24,HighHawk - Prairie Dog,670.0,2014,0.192,5.73,13.2,54.5,11.4,20.9,,,,,,
2014-11-24,LTER1,1145.0,2014,0.223,5.47,3.4,55.9,21.5,19.2,,,,,,
2014-11-24,LTER2,1850.0,2014,0.269,5.52,1.7,54.9,31.8,11.6,,,,,,
2014-11-24,LTER3,1518.0,2014,0.242,5.38,2.6,54.7,25.2,17.5,,,,,,
2014-11-24,LTER4,1062.0,2014,0.229,5.32,2.5,53.3,19.9,24.3,,,,,,
2014-11-24,OwlCreek,1045.0,2014,0.201,5.49,9.6,59.3,18.5,12.6,,,,,,
2014-11-24,OwlCreek - Longspur,749.0,2014,0.193,5.62,10.6,56.8,13.1,19.5,,,,,,
2014-11-24,OwlCreek - Prairie Dog,772.0,2014,0.195,5.55,12.2,55.6,12.9,19.3,,,,,,
2014-11-24,PrairieRidge,764.0,2014,0.181,5.59,11.4,58.7,9.4,20.5,,,,,,
2014-11-24,Pvt-12NE,872.0,2014,0.195,5.54,6.1,58.4,14.2,21.3,,,,,,
2014-11-24,Pvt-14,1184.0,2014,0.214,5.7,3.5,58.5,20.2,17.8,,,,,,
2014-11-24,Pvt-30SW,946.0,2014,0.2,6.47,8.1,58.5,18.2,15.2,,,,,,
2014-11-24,Pvt-8SW,1122.0,2014,0.19,5.59,3.8,61.7,14.6,19.9,,,,,,
2014-11-24,Res. #2,802.0,2014,0.212,5.4,15.3,52.8,18.6,13.3,,,,,,
2014-11-24,SaltTree,1099.0,2014,0.203,5.55,4.3,60.2,17.9,17.6,,,,,,
2014-11-24,Slayton,1162.0,2014,0.206,5.67,7.3,58.6,19.6,14.5,,,,,,
2014-11-24,Spring,1910.0,2014,0.316,6.58,5.2,47.0,45.7,2.1,,,,,,
2014-11-24,UNK,942.0,2014,0.206,5.78,7.7,55.8,18.2,18.3,,,,,,
2014-11-24,WeatherStation,1517.0,2014,0.258,5.18,0.1,53.2,22.8,23.9,,,,,,
2014-12-01,12C,1021.0,2014,0.201,5.5,6.6,59.2,16.2,18.0,,,,,,
2014-12-01,12NW,1197.0,2014,0.197,5.54,2.9,62.7,18.2,16.2,,,,,,
2014-12-01,12NWcorner,1594.0,2014,0.254,5.15,10.3,55.8,31.6,2.3,,,,,,
2014-12-01,12SE-N,713.0,2014,0.168,5.6,12.3,61.4,8.6,17.7,,,,,,
2014-12-01,13E,967.0,2014,0.201,5.52,13.5,57.4,18.3,10.8,,,,,,
2014-12-01,13W,1148.0,2014,0.201,5.58,8.1,60.9,19.5,11.5,,,,,,
2014-12-01,15E,877.0,2014,0.194,5.82,5.0,57.9,14.7,22.4,,,,,,
2014-12-01,17N,1067.0,2014,0.191,5.68,3.9,62.2,15.6,18.3,,,,,,
2014-12-01,18N,1008.0,2014,0.194,5.59,5.6,60.4,15.4,18.6,,,,,,
2014-12-01,19N,1105.0,2014,0.204,5.55,4.1,60.5,18.4,17.0,,,,,,
2014-12-01,1E,986.0,2014,0.178,5.58,10.0,64.1,14.3,11.6,,,,,,
2014-12-01,1W,948.0,2014,0.181,5.76,3.1,62.3,12.9,21.7,,,,,,
2014-12-01,20SE,1171.0,2014,0.186,5.52,5.4,64.0,16.8,13.8,,,,,,
2014-12-01,21SE,1342.0,2014,0.214,5.42,2.6,61.5,23.2,12.7,,,,,,
2014-12-01,21SEcorral,1609.0,2014,0.232,5.41,1.1,60.4,26.8,11.7,,,,,,
2014-12-01,21SW,1188.0,2014,0.214,5.54,4.2,58.4,20.8,16.6,,,,,,
2014-12-01,23E,674.0,2014,0.19,6.35,7.9,56.4,10.4,25.3,,,,,,
2014-12-01,23W,1112.0,2014,0.239,5.72,1.4,49.2,18.9,30.5,,,,,,
2014-12-01,24 Grazing,748.0,2014,0.185,6.3,9.8,59.8,11.9,18.5,,,,,,
