date,Pasture,NDVI,Year,Biomass,BARE,SD,GREEN,LITT
2023-08-11,19N,0.434,2023,1623.0,12.1,19.1,58.8,10.0
2023-08-11,19S,0.439,2023,1677.0,15.4,19.3,57.9,7.4
2023-08-11,1E,0.596,2023,2202.0,22.9,8.5,67.1,1.5
2023-08-11,1W,0.487,2023,1393.0,15.2,6.1,69.2,9.5
2023-08-11,20SE,0.481,2023,1782.0,11.8,16.0,65.2,7.0
2023-08-11,21S,0.562,2023,2391.0,19.1,10.8,68.8,1.3
2023-08-11,22E,0.527,2023,1808.0,20.7,2.6,72.7,4.0
2023-08-11,22W,0.437,2023,917.0,17.8,0.7,64.4,17.1
2023-08-11,23E,0.394,2023,900.0,8.0,7.5,58.3,26.2
2023-08-11,23W,0.441,2023,1601.0,9.2,17.5,60.6,12.7
2023-08-11,24E,0.417,2023,1426.0,12.7,18.3,55.3,13.7
2023-08-11,24Strip,0.364,2023,961.0,11.6,15.4,54.0,19.0
2023-08-11,24W,0.378,2023,900.0,8.5,10.1,53.8,27.6
2023-08-11,25SE,0.368,2023,940.0,8.8,15.1,51.1,25.0
2023-08-11,26E,0.407,2023,1190.0,6.9,15.9,57.2,20.0
2023-08-11,28N,0.468,2023,1410.0,15.2,5.1,69.0,10.7
2023-08-11,29-30,0.447,2023,1680.0,14.4,18.3,60.1,7.2
2023-08-11,30NW,0.388,2023,1210.0,9.4,20.9,50.2,19.5
2023-08-11,30SW,0.332,2023,900.0,13.7,21.9,38.6,25.8
2023-08-11,31E,0.381,2023,1105.0,11.7,16.2,54.3,17.8
2023-08-11,32W,0.408,2023,1343.0,12.2,16.4,58.0,13.4
2023-08-11,5E,0.527,2023,1729.0,14.8,6.6,74.2,4.4
2023-08-11,5W,0.498,2023,1401.0,20.8,3.8,70.6,4.8
2023-08-11,6EE,0.542,2023,1878.0,16.9,8.3,71.9,2.9
2023-08-11,6EW,0.508,2023,1815.0,18.1,12.0,67.1,2.8
2023-08-11,7NW,0.486,2023,1897.0,15.8,19.6,60.5,4.1
2023-08-11,8NW,0.502,2023,1649.0,16.3,9.7,68.3,5.7
2023-08-11,8SE,0.542,2023,2171.0,13.7,15.7,69.4,1.2
2023-08-11,8SW,0.534,2023,2213.0,16.7,17.4,64.1,1.8
2023-08-11,CN,0.473,2023,1421.0,15.2,6.1,68.0,10.7
2023-08-11,Crossroads,0.376,2023,921.0,11.4,9.4,54.5,24.7
2023-08-11,Elm,0.479,2023,1824.0,11.5,17.4,64.1,7.0
2023-08-11,HQ,0.425,2023,1409.0,21.7,16.4,54.6,7.3
2023-08-11,Headquarters,0.501,2023,1916.0,16.5,15.5,63.6,4.4
2023-08-11,Highway,0.548,2023,1824.0,19.0,2.3,74.8,3.9
2023-08-11,Hilltank,0.432,2023,1344.0,8.2,14.8,61.1,15.9
2023-08-11,Nighthawk,0.439,2023,1112.0,12.6,4.7,65.4,17.3
2023-08-11,Ridgeline,0.542,2023,2005.0,17.8,9.3,71.4,1.5
2023-08-11,Saltflat,0.519,2023,1910.0,15.1,9.9,71.0,4.0
2023-08-11,Slayton,0.467,2023,1630.0,17.4,14.1,62.9,5.6
2023-08-11,Snowfence,0.447,2023,1526.0,12.8,15.5,61.0,10.7
2023-08-11,South,0.393,2023,1321.0,13.7,21.0,52.2,13.1
2023-08-11,UNK,0.471,2023,1447.0,15.5,8.9,65.0,10.6
2023-08-18,10SNE,0.495,2023,1638.0,17.0,10.6,66.3,6.1
2023-08-18,11NS,0.463,2023,1545.0,18.6,11.7,63.6,6.1
2023-08-18,11NW,0.443,2023,1386.0,19.3,8.1,65.5,7.1
2023-08-18,12C,0.531,2023,2227.0,19.5,14.9,59.9,5.7
2023-08-18,12NE,0.548,2023,2195.0,18.6,12.3,63.1,6.0
2023-08-18,12NW,0.478,2023,1724.0,15.3,15.5,62.0,7.2
2023-08-18,13E,0.485,2023,1910.0,19.3,14.0,63.4,3.3
2023-08-18,13W,0.43,2023,1506.0,16.7,18.1,55.7,9.5
2023-08-18,14,0.425,2023,1340.0,10.7,17.7,55.0,16.6
2023-08-18,15E,0.447,2023,1259.0,13.2,7.3,65.6,13.9
2023-08-18,15NWS,0.533,2023,2016.0,19.4,8.2,70.5,1.9
2023-08-18,15SW,0.487,2023,1541.0,19.1,5.3,68.5,7.1
2023-08-18,17N,0.491,2023,1788.0,14.1,12.0,69.1,4.8
2023-08-18,18N,0.42,2023,1488.0,15.0,18.4,56.1,10.5
2023-08-18,19N,0.401,2023,1546.0,10.8,24.1,53.0,12.1
2023-08-18,19S,0.42,2023,1630.0,14.8,22.4,54.3,8.5
2023-08-18,1E,0.565,2023,2166.0,22.2,10.9,64.6,2.3
2023-08-18,1W,0.452,2023,1311.0,14.7,9.0,64.1,12.2
2023-08-18,20SE,0.446,2023,1729.0,10.4,20.9,60.0,8.7
2023-08-18,21S,0.564,2023,2443.0,19.4,11.4,68.3,0.9
2023-08-18,22E,0.509,2023,1759.0,20.8,4.1,70.5,4.6
2023-08-18,22W,0.424,2023,887.0,18.2,1.1,62.6,18.1
2023-08-18,23E,0.377,2023,877.0,7.8,10.6,54.1,27.5
2023-08-18,23W,0.43,2023,1579.0,8.8,20.1,57.5,13.6
2023-08-18,24E,0.398,2023,1387.0,12.3,21.8,51.6,14.3
2023-08-18,24Strip,0.348,2023,935.0,11.4,18.8,49.9,19.8
2023-08-18,24W,0.359,2023,870.0,8.1,14.0,49.0,28.9
2023-08-18,25SE,0.345,2023,897.0,8.7,19.4,45.9,26.0
2023-08-18,26E,0.384,2023,1150.0,6.2,20.0,52.2,21.6
2023-08-18,28N,0.46,2023,1387.0,14.7,6.3,67.9,11.1
2023-08-18,29-30,0.421,2023,1619.0,13.4,22.4,55.7,8.5
2023-08-18,30NW,0.37,2023,1172.0,9.1,24.1,46.5,20.3
2023-08-18,30SW,0.316,2023,866.0,13.8,25.1,35.2,25.9
2023-08-18,31E,0.354,2023,1051.0,11.1,21.2,48.6,19.1
2023-08-18,32W,0.381,2023,1300.0,11.4,21.1,52.6,14.9
2023-08-18,5E,0.498,2023,1678.0,14.1,10.7,69.6,5.6
2023-08-18,5W,0.469,2023,1326.0,21.1,6.2,66.6,6.1
2023-08-18,6EE,0.509,2023,1815.0,16.2,12.0,67.8,4.0
2023-08-18,6EW,0.477,2023,1759.0,17.4,15.5,63.3,3.8
2023-08-18,7NW,0.449,2023,1800.0,14.7,23.2,56.1,6.0
2023-08-18,8NW,0.467,2023,1582.0,15.7,13.7,63.4,7.2
2023-08-18,8SE,0.508,2023,2131.0,12.7,20.2,65.1,2.0
2023-08-18,8SW,0.498,2023,2157.0,15.6,21.7,60.0,2.7
2023-08-18,CN,0.455,2023,1390.0,14.5,8.4,65.1,12.0
2023-08-18,Crossroads,0.358,2023,883.0,11.3,12.6,50.5,25.6
2023-08-18,Elm,0.443,2023,1763.0,10.0,22.3,59.0,8.7
2023-08-18,HQ,0.397,2023,1325.0,21.1,19.9,49.9,9.2
2023-08-18,Headquarters,0.46,2023,1824.0,15.5,20.0,58.4,6.1
2023-08-18,Highway,0.542,2023,1836.0,18.9,3.2,74.0,3.9
2023-08-18,Hilltank,0.409,2023,1293.0,7.4,18.3,56.7,17.6
2023-08-18,Nighthawk,0.43,2023,1102.0,12.7,6.4,63.4,17.5
2023-08-18,Ridgeline,0.509,2023,1963.0,16.7,13.8,67.1,2.4
2023-08-18,Saltflat,0.483,2023,1871.0,13.6,14.9,66.1,5.4
2023-08-18,Slayton,0.443,2023,1587.0,16.9,17.3,59.2,6.6
2023-08-18,Snowfence,0.413,2023,1473.0,11.8,20.4,55.3,12.5
2023-08-18,South,0.367,2023,1250.0,12.9,24.8,47.7,14.6
2023-08-18,UNK,0.448,2023,1426.0,14.8,12.0,61.6,11.6
2023-08-25,10SNE,0.467,2023,1584.0,16.1,14.2,62.3,7.4
2023-08-25,11NS,0.435,2023,1505.0,17.9,15.7,59.4,7.0
2023-08-25,11NW,0.418,2023,1352.0,18.7,12.1,61.2,8.0
2023-08-25,12C,0.482,2023,2147.0,17.8,20.5,54.8,6.9
2023-08-25,12NE,0.498,2023,2123.0,17.3,17.6,58.0,7.1
2023-08-25,12NW,0.439,2023,1629.0,13.8,20.3,56.2,9.7
2023-08-25,13E,0.441,2023,1821.0,17.8,20.3,57.6,4.3
2023-08-25,13W,0.407,2023,1467.0,16.4,21.8,51.8,10.0
2023-08-25,14,0.405,2023,1319.0,10.5,21.2,51.1,17.2
2023-08-25,15E,0.419,2023,1215.0,12.7,12.1,60.0,15.2
2023-08-25,15NWS,0.505,2023,1989.0,18.2,12.9,66.4,2.5
2023-08-25,15SW,0.463,2023,1523.0,18.9,8.8,64.8,7.5
2023-08-25,17N,0.453,2023,1735.0,12.8,17.8,63.4,6.0
2023-08-25,18N,0.381,2023,1404.0,13.9,24.1,49.3,12.7
2023-08-25,19N,0.368,2023,1462.0,9.9,29.2,47.0,13.9
2023-08-25,19S,0.398,2023,1576.0,14.3,26.0,50.4,9.3
2023-08-25,1E,0.523,2023,2107.0,21.1,14.9,60.8,3.2
2023-08-25,1W,0.409,2023,1209.0,14.1,13.8,56.8,15.3
2023-08-25,20SE,0.411,2023,1666.0,9.2,26.4,54.2,10.2
2023-08-25,21S,0.557,2023,2471.0,19.2,12.9,67.1,0.8
2023-08-25,22E,0.484,2023,1683.0,20.5,6.7,67.3,5.5
2023-08-25,22W,0.404,2023,845.0,18.9,2.2,59.6,19.3
2023-08-25,23E,0.359,2023,849.0,8.2,14.3,49.5,27.9
2023-08-25,23W,0.416,2023,1546.0,8.5,22.8,54.5,14.2
2023-08-25,24E,0.376,2023,1342.0,12.1,25.7,47.5,14.7
2023-08-25,24Strip,0.332,2023,905.0,11.5,22.5,45.8,20.2
2023-08-25,24W,0.339,2023,837.0,8.2,18.5,43.9,29.3
2023-08-25,25SE,0.324,2023,858.0,8.9,23.8,41.0,26.4
2023-08-25,26E,0.364,2023,1108.0,5.8,23.9,47.7,22.5
2023-08-25,28N,0.446,2023,1353.0,14.4,8.4,65.6,11.6
2023-08-25,29-30,0.393,2023,1552.0,12.7,26.8,51.0,9.5
2023-08-25,30NW,0.351,2023,1134.0,8.9,27.6,42.6,20.9
2023-08-25,30SW,0.301,2023,839.0,13.8,28.3,32.3,25.6
2023-08-25,31E,0.331,2023,1001.0,10.8,26.0,43.2,20.0
2023-08-25,32W,0.356,2023,1249.0,10.8,25.7,47.7,15.8
2023-08-25,5E,0.456,2023,1588.0,13.3,16.4,63.1,7.2
2023-08-25,5W,0.429,2023,1218.0,21.4,10.3,60.9,7.4
2023-08-25,6EE,0.465,2023,1715.0,15.2,17.4,62.4,5.0
2023-08-25,6EW,0.437,2023,1672.0,16.4,20.6,58.0,5.0
2023-08-25,7NW,0.406,2023,1676.0,13.6,27.8,50.5,8.1
2023-08-25,8NW,0.425,2023,1488.0,15.0,19.0,57.3,8.7
2023-08-25,8SE,0.468,2023,2072.0,11.3,25.8,60.0,2.9
2023-08-25,8SW,0.455,2023,2074.0,14.1,27.0,55.1,3.8
2023-08-25,CN,0.434,2023,1349.0,14.0,11.5,61.4,13.1
2023-08-25,Crossroads,0.343,2023,852.0,11.5,16.3,46.7,25.5
2023-08-25,Elm,0.408,2023,1698.0,8.8,27.7,53.3,10.2
2023-08-25,HQ,0.365,2023,1228.0,20.4,24.1,44.3,11.2
2023-08-25,Headquarters,0.413,2023,1708.0,14.4,25.5,52.2,7.9
2023-08-25,Highway,0.527,2023,1827.0,18.4,5.2,72.2,4.2
2023-08-25,Hilltank,0.385,2023,1229.0,6.9,22.0,52.2,18.9
2023-08-25,Nighthawk,0.411,2023,1078.0,12.8,9.8,59.3,18.1
2023-08-25,Ridgeline,0.467,2023,1889.0,15.4,19.7,61.3,3.6
2023-08-25,Saltflat,0.446,2023,1822.0,12.2,20.9,60.3,6.6
2023-08-25,Slayton,0.411,2023,1524.0,16.2,21.7,54.3,7.8
2023-08-25,Snowfence,0.379,2023,1411.0,11.0,25.8,49.4,13.9
2023-08-25,South,0.344,2023,1179.0,12.4,28.3,43.5,15.8
2023-08-25,UNK,0.422,2023,1388.0,14.2,16.2,57.0,12.6
2023-09-01,10SNE,0.435,2023,1510.0,14.9,18.6,57.1,9.4
2023-09-01,11NS,0.405,2023,1455.0,16.8,20.5,54.7,8.0
2023-09-01,11NW,0.389,2023,1304.0,17.8,17.2,56.1,8.9
2023-09-01,12C,0.434,2023,2060.0,15.7,26.9,49.2,8.2
2023-09-01,12NE,0.448,2023,2046.0,15.6,24.0,52.4,8.0
2023-09-01,12NW,0.401,2023,1528.0,11.9,25.5,50.1,12.5
2023-09-01,13E,0.402,2023,1740.0,16.2,26.9,51.6,5.3
2023-09-01,13W,0.384,2023,1428.0,15.9,26.0,47.7,10.4
2023-09-01,14,0.383,2023,1298.0,10.2,25.1,46.9,17.8
2023-09-01,15E,0.388,2023,1167.0,12.1,17.7,53.8,16.4
2023-09-01,15NWS,0.47,2023,1939.0,16.5,18.5,61.4,3.6
2023-09-01,15SW,0.433,2023,1487.0,18.5,13.3,60.1,8.1
2023-09-01,17N,0.416,2023,1680.0,11.5,24.3,57.1,7.1
2023-09-01,18N,0.346,2023,1327.0,12.7,29.8,43.0,14.5
2023-09-01,19N,0.34,2023,1382.0,9.3,34.0,41.5,15.2
2023-09-01,19S,0.376,2023,1522.0,13.7,30.0,46.3,10.0
2023-09-01,1E,0.478,2023,2043.0,19.4,19.9,56.6,4.1
2023-09-01,1W,0.366,2023,1110.0,13.2,19.8,48.9,18.1
2023-09-01,20SE,0.379,2023,1606.0,8.1,31.9,48.7,11.3
2023-09-01,21S,0.539,2023,2478.0,18.5,15.7,65.0,0.8
2023-09-01,22E,0.455,2023,1596.0,19.8,10.4,63.0,6.8
2023-09-01,22W,0.381,2023,801.0,19.8,4.3,55.4,20.5
2023-09-01,23E,0.34,2023,821.0,8.9,18.6,44.9,27.7
2023-09-01,23W,0.399,2023,1507.0,8.1,26.0,51.1,14.8
2023-09-01,24E,0.354,2023,1300.0,11.8,30.0,43.3,14.9
2023-09-01,24Strip,0.316,2023,877.0,11.7,26.4,41.8,20.1
2023-09-01,24W,0.32,2023,808.0,8.6,23.2,39.1,29.1
2023-09-01,25SE,0.307,2023,827.0,9.0,27.8,36.6,26.6
2023-09-01,26E,0.345,2023,1069.0,5.7,27.7,43.7,23.0
2023-09-01,28N,0.426,2023,1317.0,14.0,11.7,62.2,12.1
2023-09-01,29-30,0.367,2023,1488.0,12.1,31.4,46.1,10.5
2023-09-01,30NW,0.332,2023,1101.0,8.7,31.4,38.8,21.2
2023-09-01,30SW,0.289,2023,822.0,13.4,31.4,30.0,25.2
2023-09-01,31E,0.312,2023,962.0,10.5,30.1,38.4,20.9
2023-09-01,32W,0.336,2023,1198.0,10.3,30.1,43.0,16.6
2023-09-01,5E,0.41,2023,1486.0,12.6,23.0,55.8,8.6
2023-09-01,5W,0.384,2023,1107.0,21.7,15.8,54.1,8.4
2023-09-01,6EE,0.418,2023,1611.0,14.3,23.6,56.3,5.8
2023-09-01,6EW,0.396,2023,1577.0,15.4,26.6,51.8,6.2
2023-09-01,7NW,0.367,2023,1553.0,12.3,32.8,44.8,10.2
2023-09-01,8NW,0.383,2023,1393.0,14.4,25.0,50.7,9.9
2023-09-01,8SE,0.427,2023,2010.0,9.9,31.8,54.4,3.9
2023-09-01,8SW,0.414,2023,1987.0,12.6,32.6,49.8,4.9
2023-09-01,CN,0.41,2023,1305.0,13.7,15.4,56.8,14.1
2023-09-01,Crossroads,0.33,2023,830.0,11.7,19.9,43.3,25.2
2023-09-01,Elm,0.377,2023,1641.0,7.8,33.1,47.9,11.2
2023-09-01,HQ,0.335,2023,1140.0,19.6,28.4,38.9,13.1
2023-09-01,Headquarters,0.372,2023,1593.0,13.2,31.3,46.0,9.5
2023-09-01,Highway,0.503,2023,1807.0,17.6,8.6,69.1,4.7
2023-09-01,Hilltank,0.362,2023,1165.0,6.6,25.7,47.8,19.8
2023-09-01,Nighthawk,0.386,2023,1044.0,12.7,14.5,53.8,19.0
2023-09-01,Ridgeline,0.423,2023,1803.0,13.9,26.2,55.0,4.9
2023-09-01,Saltflat,0.411,2023,1773.0,10.9,27.2,54.5,7.4
2023-09-01,Slayton,0.379,2023,1457.0,15.3,27.0,48.9,8.9
2023-09-01,Snowfence,0.35,2023,1355.0,10.3,31.1,43.8,14.8
2023-09-01,South,0.324,2023,1112.0,12.1,31.3,39.5,17.1
2023-09-01,UNK,0.393,2023,1345.0,13.4,20.8,52.0,13.8
2023-09-08,10SNE,0.401,2023,1428.0,13.2,22.9,51.8,12.1
2023-09-08,11NS,0.375,2023,1399.0,15.4,25.3,49.7,9.5
2023-09-08,11NW,0.359,2023,1252.0,16.5,22.5,50.8,10.2
2023-09-08,12C,0.392,2023,1976.0,13.4,32.6,44.2,9.8
2023-09-08,12NE,0.402,2023,1971.0,13.7,30.1,47.2,9.0
2023-09-08,12NW,0.366,2023,1432.0,9.8,29.9,44.7,15.6
2023-09-08,13E,0.368,2023,1664.0,14.7,32.5,46.0,6.8
2023-09-08,13W,0.359,2023,1385.0,15.3,30.0,43.6,11.1
2023-09-08,14,0.36,2023,1274.0,9.8,28.9,42.8,18.5
2023-09-08,15E,0.356,2023,1115.0,11.3,23.3,47.5,17.8
2023-09-08,15NWS,0.43,2023,1873.0,14.3,24.2,56.0,5.5
2023-09-08,15SW,0.398,2023,1437.0,18.0,18.4,54.7,8.9
2023-09-08,17N,0.38,2023,1626.0,10.2,30.4,51.2,8.2
2023-09-08,18N,0.319,2023,1261.0,11.4,34.3,37.9,16.5
2023-09-08,19N,0.317,2023,1311.0,8.6,37.8,37.0,16.6
2023-09-08,19S,0.353,2023,1467.0,12.9,33.6,42.4,11.1
2023-09-08,1E,0.434,2023,1974.0,17.5,25.0,52.6,4.9
2023-09-08,1W,0.329,2023,1022.0,12.2,25.5,41.9,20.4
2023-09-08,20SE,0.351,2023,1548.0,7.2,36.5,43.9,12.4
2023-09-08,21S,0.509,2023,2457.0,16.9,19.6,62.3,1.2
2023-09-08,22E,0.42,2023,1502.0,18.6,14.7,57.7,9.0
2023-09-08,22W,0.354,2023,754.0,20.8,7.1,50.0,22.1
2023-09-08,23E,0.318,2023,789.0,9.9,22.9,39.8,27.5
2023-09-08,23W,0.375,2023,1458.0,7.4,29.5,47.2,15.9
2023-09-08,24E,0.33,2023,1257.0,11.4,34.1,39.1,15.4
2023-09-08,24Strip,0.299,2023,851.0,12.0,30.2,37.6,20.2
2023-09-08,24W,0.3,2023,779.0,9.2,27.5,34.3,29.0
2023-09-08,25SE,0.29,2023,798.0,9.3,31.2,32.4,27.1
2023-09-08,26E,0.326,2023,1035.0,5.7,31.1,39.7,23.5
2023-09-08,28N,0.4,2023,1273.0,13.4,15.7,57.7,13.2
2023-09-08,29-30,0.341,2023,1426.0,11.4,35.4,41.5,11.7
2023-09-08,30NW,0.312,2023,1067.0,8.6,34.8,34.9,21.7
2023-09-08,30SW,0.276,2023,806.0,13.1,34.1,27.5,25.3
2023-09-08,31E,0.294,2023,926.0,10.2,33.5,33.9,22.4
2023-09-08,32W,0.315,2023,1150.0,9.8,33.7,38.7,17.9
2023-09-08,5E,0.365,2023,1385.0,11.8,29.3,49.0,9.9
2023-09-08,5W,0.343,2023,1011.0,22.0,21.8,47.0,9.2
2023-09-08,6EE,0.375,2023,1522.0,13.4,29.7,50.6,6.3
2023-09-08,6EW,0.357,2023,1488.0,14.2,32.1,46.4,7.3
2023-09-08,7NW,0.335,2023,1450.0,11.0,36.9,39.9,12.2
2023-09-08,8NW,0.346,2023,1313.0,13.8,30.7,44.7,10.9
2023-09-08,8SE,0.389,2023,1953.0,8.5,37.2,49.4,4.8
2023-09-08,8SW,0.377,2023,1912.0,10.9,37.6,45.2,6.3
2023-09-08,CN,0.383,2023,1258.0,13.2,19.6,51.6,15.6
2023-09-08,Crossroads,0.315,2023,813.0,11.8,23.3,39.8,25.2
2023-09-08,Elm,0.35,2023,1592.0,6.8,37.6,43.4,12.2
2023-09-08,HQ,0.311,2023,1075.0,18.8,32.0,34.2,15.0
2023-09-08,Headquarters,0.338,2023,1496.0,12.0,36.0,40.7,11.3
2023-09-08,Highway,0.469,2023,1770.0,16.1,13.1,65.0,5.8
2023-09-08,Hilltank,0.337,2023,1106.0,6.5,29.3,43.4,20.8
2023-09-08,Nighthawk,0.356,2023,1004.0,12.2,19.8,47.7,20.4
2023-09-08,Ridgeline,0.382,2023,1718.0,12.3,32.3,49.1,6.3
2023-09-08,Saltflat,0.38,2023,1724.0,9.6,32.7,49.3,8.3
2023-09-08,Slayton,0.348,2023,1393.0,14.1,31.9,43.9,10.1
2023-09-08,Snowfence,0.325,2023,1306.0,9.4,35.5,39.3,15.8
2023-09-08,South,0.306,2023,1049.0,11.9,33.5,35.7,19.0
2023-09-08,UNK,0.364,2023,1299.0,12.5,25.3,46.9,15.2
2023-09-15,10SNE,0.37,2023,1344.0,11.0,26.9,46.9,15.2
2023-09-15,11NS,0.347,2023,1344.0,13.6,29.7,45.2,11.5
2023-09-15,11NW,0.333,2023,1203.0,14.7,27.4,46.1,11.7
2023-09-15,12C,0.36,2023,1901.0,11.2,37.1,40.4,11.3
2023-09-15,12NE,0.366,2023,1908.0,11.7,35.3,43.1,9.8
2023-09-15,12NW,0.339,2023,1348.0,7.6,33.4,40.5,18.5
2023-09-15,13E,0.341,2023,1593.0,13.2,36.7,41.7,8.4
2023-09-15,13W,0.336,2023,1343.0,14.2,33.7,40.0,12.1
2023-09-15,14,0.338,2023,1250.0,9.2,32.4,39.1,19.3
2023-09-15,15E,0.326,2023,1068.0,10.3,28.4,42.1,19.2
2023-09-15,15NWS,0.393,2023,1800.0,11.6,29.2,51.4,7.8
2023-09-15,15SW,0.363,2023,1379.0,17.0,23.6,49.4,10.0
2023-09-15,17N,0.35,2023,1575.0,8.8,35.7,46.3,9.2
2023-09-15,18N,0.3,2023,1205.0,10.0,37.5,34.3,18.2
2023-09-15,19N,0.298,2023,1251.0,7.8,40.6,33.6,18.0
2023-09-15,19S,0.331,2023,1413.0,11.8,36.7,39.1,12.4
2023-09-15,1E,0.397,2023,1906.0,15.3,29.6,49.5,5.6
2023-09-15,1W,0.302,2023,956.0,11.1,30.3,36.6,22.0
2023-09-15,20SE,0.327,2023,1494.0,6.3,40.4,39.9,13.4
2023-09-15,21S,0.472,2023,2408.0,14.5,24.5,58.6,2.4
2023-09-15,22E,0.386,2023,1407.0,16.7,19.4,52.1,11.8
2023-09-15,22W,0.327,2023,708.0,21.3,11.0,43.9,23.8
2023-09-15,23E,0.295,2023,757.0,10.7,27.4,34.7,27.2
2023-09-15,23W,0.349,2023,1404.0,6.2,33.3,43.0,17.4
2023-09-15,24E,0.309,2023,1216.0,10.7,37.7,35.6,16.0
2023-09-15,24Strip,0.281,2023,824.0,12.1,34.3,33.5,20.1
2023-09-15,24W,0.28,2023,751.0,9.6,31.7,29.9,28.8
2023-09-15,25SE,0.274,2023,768.0,9.5,34.5,28.4,27.6
2023-09-15,26E,0.306,2023,1002.0,5.5,34.7,35.9,23.9
2023-09-15,28N,0.37,2023,1227.0,12.4,20.3,52.6,14.7
2023-09-15,29-30,0.318,2023,1370.0,10.6,38.8,37.7,13.0
2023-09-15,30NW,0.293,2023,1034.0,8.4,37.9,31.5,22.2
2023-09-15,30SW,0.263,2023,791.0,12.5,36.8,25.2,25.5
2023-09-15,31E,0.277,2023,895.0,9.8,36.5,29.8,24.0
2023-09-15,32W,0.297,2023,1107.0,9.0,37.0,34.8,19.2
2023-09-15,5E,0.327,2023,1298.0,11.1,34.9,43.4,10.6
2023-09-15,5W,0.309,2023,937.0,22.1,27.6,40.7,9.5
2023-09-15,6EE,0.339,2023,1453.0,12.6,35.1,45.8,6.5
2023-09-15,6EW,0.327,2023,1415.0,12.9,36.7,42.0,8.3
2023-09-15,7NW,0.311,2023,1375.0,9.6,40.1,36.4,14.0
2023-09-15,8NW,0.316,2023,1254.0,13.0,35.7,39.8,11.5
2023-09-15,8SE,0.356,2023,1901.0,7.3,42.0,45.2,5.6
2023-09-15,8SW,0.348,2023,1851.0,9.2,41.6,41.6,7.6
2023-09-15,CN,0.354,2023,1209.0,12.3,24.0,46.4,17.2
2023-09-15,Crossroads,0.3,2023,796.0,11.5,26.8,36.2,25.5
2023-09-15,Elm,0.328,2023,1549.0,5.7,41.3,39.8,13.1
2023-09-15,HQ,0.292,2023,1017.0,17.8,34.7,30.7,16.8
2023-09-15,Headquarters,0.314,2023,1422.0,10.7,39.6,36.8,12.9
2023-09-15,Highway,0.431,2023,1722.0,13.9,18.4,60.3,7.4
2023-09-15,Hilltank,0.314,2023,1053.0,6.3,33.0,39.1,21.5
2023-09-15,Nighthawk,0.328,2023,967.0,11.0,25.0,42.0,21.9
2023-09-15,Ridgeline,0.347,2023,1643.0,10.7,37.5,44.2,7.7
2023-09-15,Saltflat,0.353,2023,1673.0,8.3,37.3,45.2,9.2
2023-09-15,Slayton,0.323,2023,1339.0,12.7,36.2,39.9,11.2
2023-09-15,Snowfence,0.306,2023,1267.0,8.4,39.0,35.8,16.8
2023-09-15,South,0.29,2023,994.0,11.5,35.5,32.1,20.9
2023-09-15,UNK,0.338,2023,1255.0,11.3,29.5,42.4,16.7
2023-09-22,10SNE,0.343,2023,1268.0,8.9,30.4,42.4,18.3
2023-09-22,11NS,0.324,2023,1292.0,11.8,33.4,41.4,13.4
2023-09-22,11NW,0.311,2023,1160.0,12.9,31.5,42.4,13.2
2023-09-22,12C,0.336,2023,1844.0,9.3,40.3,37.7,12.7
2023-09-22,12NE,0.338,2023,1859.0,10.0,39.2,40.3,10.5
2023-09-22,12NW,0.318,2023,1280.0,6.0,35.7,37.3,21.0
2023-09-22,13E,0.32,2023,1528.0,12.2,39.3,38.4,10.1
2023-09-22,13W,0.316,2023,1305.0,13.2,36.8,36.8,13.3
2023-09-22,14,0.318,2023,1225.0,8.5,35.5,35.9,20.0
2023-09-22,15E,0.302,2023,1030.0,9.4,32.7,37.5,20.4
2023-09-22,15NWS,0.361,2023,1726.0,9.1,33.2,47.5,10.2
2023-09-22,15SW,0.333,2023,1321.0,15.9,28.4,44.5,11.3
2023-09-22,17N,0.324,2023,1529.0,7.7,40.0,42.1,10.1
2023-09-22,18N,0.287,2023,1159.0,9.1,39.5,31.8,19.7
2023-09-22,19N,0.284,2023,1205.0,7.1,42.6,31.1,19.3
2023-09-22,19S,0.311,2023,1364.0,10.7,39.3,36.2,13.8
2023-09-22,1E,0.366,2023,1839.0,13.4,33.4,47.1,6.1
2023-09-22,1W,0.283,2023,912.0,10.5,33.7,33.1,22.7
2023-09-22,20SE,0.307,2023,1445.0,5.7,43.4,36.6,14.2
2023-09-22,21S,0.433,2023,2345.0,11.6,29.6,54.5,4.3
2023-09-22,22E,0.354,2023,1320.0,14.7,23.9,46.2,15.2
2023-09-22,22W,0.301,2023,664.0,21.5,15.3,37.6,25.6
2023-09-22,23E,0.274,2023,726.0,11.7,31.6,29.8,26.8
2023-09-22,23W,0.323,2023,1352.0,5.1,37.0,38.8,19.0
2023-09-22,24E,0.29,2023,1181.0,10.3,40.6,32.5,16.6
2023-09-22,24Strip,0.263,2023,795.0,12.6,38.2,29.3,19.9
2023-09-22,24W,0.262,2023,728.0,10.1,35.4,25.9,28.6
2023-09-22,25SE,0.258,2023,741.0,9.9,37.6,24.5,28.0
2023-09-22,26E,0.286,2023,970.0,5.5,38.1,32.0,24.3
2023-09-22,28N,0.341,2023,1185.0,11.3,25.0,47.3,16.3
2023-09-22,29-30,0.298,2023,1324.0,9.9,41.5,34.4,14.2
2023-09-22,30NW,0.276,2023,1003.0,8.2,40.5,28.5,22.8
2023-09-22,30SW,0.251,2023,778.0,12.2,39.1,22.9,25.8
